İstasyon No,İstasyon Adı,Hizmet Şekli,Marka,Şarj Ağı İşletmecisi,Şarj İstasyonu İşletmecisi,Adres,Soket Bilgileri,Detaylı Soket Bilgisi (kW/Tip)
ŞRJ/15680,Notion Kesre Beach Hotel & Spa,Halka Açık,varr TM,DESA ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ,DESA ENERJİ ELEKTRİK ÜRETİM ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Menderes Sahil Yolu Caddesi 8 Sokağı No:110 Menderes / İZMİR,,Buton yok veya okunamadı
ŞRJ/1003,Marmarapark AVM İstanbul,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Güzelyurt Mahallesi Mevlana Caddesi No:33 /A Esenyurt / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15588,Bilişim Vadisi-2,Özel,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Muallimköy Mahallesi Deniz Caddesi No:143/1 Gebze / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/12988,VADİTEPE BAHÇEŞEHİR 4,Özel,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,1. Kısım Mahallesi Ispartakule Caddesi No:33/A Başakşehir / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/9115,Özgen Yemek ve İçecek Sanayi,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,KEYES OTOMOTİV MÜHENDİSLİK İTHALAT İHRACAT VE TİCARET ANONİM ŞİRKETİ,Ertuğrul Mahallesi 408 Sokağı No:4 Nilüfer / BURSA,,Buton yok veya okunamadı
ŞRJ/1098,Parkur Bursa AVM Kapalı Otopark,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Demirtaş Yolu Caddesi No:65 Osmangazi / BURSA,,Buton yok veya okunamadı
ŞRJ/922,Teos Marina İzmir,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sığacık Mahallesi Akkum Caddesi No:4 Seferihisar / İZMİR,,Buton yok veya okunamadı
ŞRJ/15684,PO Avcılar (İlayda),Halka Açık,5 şarj,BORENCO ŞARJ TEKNOLOJİ YATIRIMLARI TİCARET ANONİM ŞİRKETİ,BORENCO ŞARJ TEKNOLOJİ YATIRIMLARI TİCARET ANONİM ŞİRKETİ,Üniversite Mahallesi No:17 Avcılar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15689,Adal Gross Market Turgutlu,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,ÖZMUMCU GIDA ANONİM ŞİRKETİ,Selvilitepe Mahallesi İzmir Yolu Caddesi No:43 Turgutlu / MANİSA,,Buton yok veya okunamadı
ŞRJ/15690,Gültekin Dinlenme Tesisi,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,SİVAS TRAKTÖR TARIM ALETLERİ TARIM VE HAYVANCILIK DAYANIKLI TÜKETİM MALLARI PETROL ÜRÜNLERİ NAKLİYE OTOMOTİV İMALAT İHRACAT İTHALAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,İstiklal Mahallesi 2. Küme Evleri Sokağı No:36 Sivas Yolu Üzeri Şarkışla / SİVAS,,Buton yok veya okunamadı
ŞRJ/15691,Ototay Atay Shell-Efeler,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,OTOTAY İÇ VE DIŞ PAZARLAMA MADEN SANAYİ VE TİCARET ANONİM ŞİRKETİ,Ovaevmir Mahallesi Çine Caddesi No:36 Efeler / AYDIN,,Buton yok veya okunamadı
ŞRJ/15692,Seydişehir Beyde Kafe,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT ANONİM ŞİRKETİ,Değirmenci Mahallesi Antalya Çevre Yolu Caddesi No:2385/E Seydişehir / KONYA,,Buton yok veya okunamadı
ŞRJ/15693,Sarayköy Dinlenme Tesisleri Aydın Yönü,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Kumluca Mahallesi Küme Evleri Caddesi No:111/A Sarayköy / DENİZLİ,,Buton yok veya okunamadı
ŞRJ/15694,Sarayköy Dinlenme Tesisleri Denizli Yönü,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Kumluca Mahallesi Küme Evleri Caddesi No:111/A Sarayköy / DENİZLİ,,Buton yok veya okunamadı
ŞRJ/15696,TRİYANDA EVLERİ SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,İnönü Mahallesi 189 Sokağı No:0 Torbalı / İZMİR,,Buton yok veya okunamadı
ŞRJ/15715,Ens Park Merzifon,Halka Açık,EN YAKIT,EN YAKIT ANONİM ŞİRKETİ,EN YAKIT ANONİM ŞİRKETİ,Karamustafapaşa Mahallesi No:309 Karamustafapaşa Merzifon / AMASYA,,Buton yok veya okunamadı
ŞRJ/7394,Pegasus Genel Müdürlük,Özel,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,Abdurahmangazi Mahallesi Güvercinli Sokağı No:1 Kurtköy Pendik / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15732,KUTLUAY STORE 2 APARTMANI,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Esenler Mahallesi Nazım Hikmet Caddesi No:C BLOK Merkez / ÇANAKKALE,,Buton yok veya okunamadı
ŞRJ/15468,TOSFED Körfez Yarış Pisti,Halka Açık,5 şarj,BORENCO ŞARJ TEKNOLOJİ YATIRIMLARI TİCARET ANONİM ŞİRKETİ,BORENCO ŞARJ TEKNOLOJİ YATIRIMLARI TİCARET ANONİM ŞİRKETİ,Tatlıkuyu Mahallesi 1319/2 Sokağı No:26A /3 Gebze / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/810,Ibis Ankara,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Bakıkhisar Mahallesi Akyurt / ANKARA,,Buton yok veya okunamadı
ŞRJ/14734,Manisa Tam Otomatik Katlı Otopark,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,1. Anafartalar Mahallesi Cumhuriyet Caddesi No:14/A Şehzadeler / MANİSA,,Buton yok veya okunamadı
ŞRJ/14559,Ağadayı Tesisleri,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Aşağızaferiye Mahallesi Saray Avluları Efes Yolu Üzeri Keşan / EDİRNE,,Buton yok veya okunamadı
ŞRJ/15736,ATABEK KONUTLARI SİLİVRİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Yeni Mahallesi 1.kısım Caddesi No:171 Silivri / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15775,TRUMP TOWERS AVM,Halka Açık,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,Mecidiyeköy Mahallesi Mecidiyeköy Yolu Caddesi No:12 Şişli / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15780,DOĞAN AQUA PARK,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Tömük Mahallesi Hoca Ahmet Yesevi Sokağı No:23 Erdemli / MERSİN,,Buton yok veya okunamadı
ŞRJ/364,TRUMP TOWERS,Özel,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,Kuştepe Mahallesi Mecidiyeköy Yolu Caddesi No:12 Şişli / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/14629,ELSIYUM ELIT A,Özel,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Acıbadem Mahallesi Şeyh Galip Caddesi 2b Sokağı Kadıköy / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15784,Arwen Merlin Plaza,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Yenişehir Mahallesi Mustafa Akyol Sokağı No:7 Pendik / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15785,Asil Arçelik Hatay,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Alaybeyli Mahallesi Çevre Yolu Sokağı No:29 Kırıkhan / HATAY,,Buton yok veya okunamadı
ŞRJ/15788,Pamuk Park AVM,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Gazi Mahallesi Alpaslan Türkeş Sokağı No:33 Kırıkhan / HATAY,,Buton yok veya okunamadı
ŞRJ/15791,HB İNOTO SİVAS,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Gültepe Mahallesi Ankara Yolu 3.km Üç Yıldız Caddesi No:15 Merkez / SİVAS,,Buton yok veya okunamadı
ŞRJ/15792,MALTEPE DAYS OTEL,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Gülsuyu Mahallesi Burçak Sokağı No:16-18 Maltepe / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15794,O228 Oksijen İstanbul Yönü,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Bakacak Mahallesi 40590 Sokağı No:75 Karesi / BALIKESİR,,Buton yok veya okunamadı
ŞRJ/15795,O228 Oksijen İzmir Yönü,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Bakacak Mahallesi 40590 Sokağı No:70 Karesi / BALIKESİR,,Buton yok veya okunamadı
ŞRJ/15796,Altunbaş Mobilya Şirinevler,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Yenibosna Mahallesi Londra Asfaltı Dumlupınar Sokağı No:10 Bahçelievler / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15797,Büyük Liman Sitesi,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Gülbahar Hatun Caddesi No:319 Vakfıkebir / TRABZON,,Buton yok veya okunamadı
ŞRJ/15798,Zer Mobilya,Halka Açık,enertürk rhg enerji,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,RHG ENERTÜRK ENERJİ ÜRETİM VE TİCARET ANONİM ŞİRKETİ,Turgut Özal Mahallesi No:69A Yeşilyurt / MALATYA,,Buton yok veya okunamadı
ŞRJ/15766,GÜNEŞLİ GÜNLER SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Karaağaç Mahallesi Sahil Yolu Caddesi 2 Sokağı No:19 Gömeç / BALIKESİR,,Buton yok veya okunamadı
ŞRJ/15801,Divan Adana,Halka Açık,wat mobilite,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,WAT MOBİLİTE ÇÖZÜMLERİ TEKNOLOJİ VE TİCARET ANONİM ŞİRKETİ,Çınarlı Mahallesi Turhan Cemal Beriker Sokağı No:14/0 Seyhan / ADANA,,Buton yok veya okunamadı
ŞRJ/12382,Uşak Festiva AVM,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Sarayaltı Mahallesi Gazi Bulvarı Yanyolu Caddesi No:173 Merkez / UŞAK,,Buton yok veya okunamadı
ŞRJ/11507,Ramada Plaza by Wyndham İzmit,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Yahya Kaptan Mahallesi Şehit Ergün Köncü Sokağı No:10 İzmit / KOCAELİ,,Buton yok veya okunamadı
ŞRJ/13994,Akça Volvo Antalya,Halka Açık,zes,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,ZES DİJİTAL TİCARET ANONİM ŞİRKETİ,Altınkale Mahallesi No:299 Döşemealtı / ANTALYA,,Buton yok veya okunamadı
ŞRJ/15815,FuzulEv Genel Müdürlük,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Akşemsettin Mahallesi No:28/A Fatih / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/1414,ELITE RESIDENCE,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,19 Mayıs Mahallesi Dr Hüsnü İsmet Öztürk Sokağı No:3/24 Şişli / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/5703,NEF 2 HALİÇ,Özel,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,Topçular Mahallesi Tikveşli Sokağı Eyüpsultan / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15818,ÇAĞLAYAN SİTESİ,Özel,AKSA ŞARJ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,AKSA MÜŞTERİ ÇÖZÜMLERİ ANONİM ŞİRKETİ,Tevfikbey Mahallesi Şehit Erol Olçok Caddesi No:21-23 Küçükçekmece / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15554,YILDIZ LİFE OTEL - BYD PLAZA,Halka Açık,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Çimenli Mahallesi Rize Caddesi No:82/101 Ortahisar / TRABZON,,Buton yok veya okunamadı
ŞRJ/11128,KARİNA EVLERİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Ertuğrul Mahallesi No:2/C Nilüfer / BURSA,,Buton yok veya okunamadı
ŞRJ/15150,KEMER HILL SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Göktürk Merkez Mahallesi Çeşmebaşı Caddesi No:36 Eyüpsultan / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/7890,ŞEHR-İ NAZ KONAKLARI,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Uğurmumcu Mahallesi Şeyh Şamil Caddesi Nurçiçeği Sokağı Kartal / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/8103,ISPARTAKULE PATARA SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Tahta Kale Mahallesi Faruk Nafiz Çamlıbel Caddesi No:41-1 Avcılar / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/12801,EGE PERLA AVM,Halka Açık,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Çınarlı Mahallesi Ozan Abay Caddesi No:8 Konak / İZMİR,,Buton yok veya okunamadı
ŞRJ/15829,Çağlayanlar Un Fabrikası,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Yeni Mahallesi Yeni Caddesi No:43 Mucur / KIRŞEHİR,,Buton yok veya okunamadı
ŞRJ/15827,"Alica Castle House, Kapadokya",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Yukarı Mahallesi Hacı Alibey Caddesi No:45 Merkez / NEVŞEHİR,,Buton yok veya okunamadı
ŞRJ/15828,"Atak Elektrik, Manisa",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Güzelyurt Mahallesi 5775. Sokağı No:70/A Orta Ölçekli San. Bölgesi Yunusemre / MANİSA,,Buton yok veya okunamadı
ŞRJ/15830,Greenwood Suites Resort,Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Kemerağzı Mahallesi 32026 Sokağı No:6 Aksu / ANTALYA,,Buton yok veya okunamadı
ŞRJ/15831,Sherwood Dreams Resort,Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Bogazak Mahallesi Mehmet Akif Caddesi 29 Sokağı No:9 Merkez / ANTALYA,,Buton yok veya okunamadı
ŞRJ/15832,Sherwood Exclusive Kemer,Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Cumhuriyet Mahallesi Ahu Ünal Aysal Caddesi No:37 Kemer / ANTALYA,,Buton yok veya okunamadı
ŞRJ/15833,Sherwood Exclusive Lara,Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Kemerağzı Mahallesi Kopak Çay Aksu / ANTALYA,,Buton yok veya okunamadı
ŞRJ/15835,"Süvari Akaryakıt, Antalya",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Beşkonaklılar Mahallesi Kırçiçeği Caddesi No:22 Kepez / ANTALYA,,Buton yok veya okunamadı
ŞRJ/15836,"Uzun Grup, Antalya",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Aktoprak Mahallesi No:275 Kepez / ANTALYA,,Buton yok veya okunamadı
ŞRJ/15837,Hasmer Oto Düzce,Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Üçköprü Mahallesi Ufuk Caddesi 106. Sokağı Kaynaşlı / DÜZCE,,Buton yok veya okunamadı
ŞRJ/15838,"Horizon Garden AVM, Denizli",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Sümer Mahallesi Çal Caddesi No:1 Merkezefendi / DENİZLİ,,Buton yok veya okunamadı
ŞRJ/15839,"Bi Mola Poyrazköy (Güney), Beykoz",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Anadolu Feneri Mahallesi No:Dinlenme T. Anadolu Feneri Yolu Beykoz / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15840,"Bi Mola Poyrazköy (Kuzey), Beykoz",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Anadolu Feneri Mahallesi Anadolu Feneri Yolu Beykoz / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15842,"Bika Otomotiv, Büyükçekmece",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Merkez Mahallesi No:77 D100 Karayolu Üzeri Büyükçekmece / İSTANBUL,,Buton yok veya okunamadı
ŞRJ/15844,"Ford Çetinkayalar, Malatya",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Karapınar Mahallesi Karapınar Köyü Yolu Merkez / MALATYA,,Buton yok veya okunamadı
ŞRJ/15845,"MFK Makine, Bursa",Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Kurtuluş Mahallesi Bilecik Karayolu 4. Km Caddesi Yenişehir / BURSA,,Buton yok veya okunamadı
ŞRJ/15846,Nomad Petrol,Halka Açık,eşarj,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,EŞARJ ELEKTRİKLİ ARAÇLAR ŞARJ SİSTEMLERİ ANONİM ŞİRKETİ,Ağaçköy Mahallesi Kütahya Yolu Caddesi Merkez / KÜTAHYA,,Buton yok veya okunamadı
ŞRJ/15857,Kadıoğlu Otel,Halka Açık,solarşarj,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,SOLAR ARAÇ ŞARJ HİZMETLERİ ANONİM ŞİRKETİ,Kurtuluş Mahallesi Şht. Zeki Aydemir Caddesi No:20 Gönen / BALIKESİR,,Buton yok veya okunamadı
ŞRJ/15858,SKALA HASANAĞA SİTESİ,Özel,VOLTRUN,VOLTRUN ENERJİ ANONİM ŞİRKETİ,VOLTRUN ENERJİ ANONİM ŞİRKETİ,Kızılcıklı Mahallesi Kanaryalı Sokağı No:17 Nilüfer / BURSA,,Buton yok veya okunamadı
ŞRJ/15864,Shell Çaycuma Kavşağı,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Katırcılar Mahallesi Katırcılar Sokağı No:7 Kayıkçılar Köyü Çaycuma / ZONGULDAK,,Buton yok veya okunamadı
ŞRJ/15865,Efendi Köfte,Halka Açık,Trugo,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,TRUGO AKILLI ŞARJ ÇÖZÜMLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,Sarıhacılar Mahallesi Konya Manavgat Yolu Akseki / ANTALYA,,Buton yok veya okunamadı
ŞRJ/8392,Medicana Çeşme Tıp Merkezi,Halka Açık,oncharge,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,Ilıca Mahallesi 5003 Sokağı No:58 Çeşme / İZMİR,,Buton yok veya okunamadı
ŞRJ/8604,Bilkent Üniversitesi Rektörlük Binası,Halka Açık,oncharge,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,Üniversiteler Mahallesi 1597 Caddesi No:3 Çankaya / ANKARA,,Buton yok veya okunamadı
ŞRJ/12489,Nev201,Halka Açık,oncharge,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,KALYON ELECTRICAL VEHICLE ENERJİ YATIRIM ANONİM ŞİRKETİ,Ehlibeyt Mahallesi No:201 Çankaya / ANKARA,,Buton yok veya okunamadı
